"País de nacimiento Agresor","Suicidio","Convivencia","Denuncia agresor","Tramo de edad Agresor","Tramo de edad Víctima","Comunidad autónoma","Pareja - Expareja","Año","Mes","Número de mujeres víctimas mortales","Número de hijos e hijas menores huérfanos"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2010","Diciembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2011","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2018","Septiembre","1.0","4.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2022","Mayo","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Aragón","Pareja","Año 2011","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Principado de Asturias","Pareja","Año 2011","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Canarias","Pareja","Año 2019","Noviembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Cantabria","Pareja","Año 2020","Agosto","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Castilla y León","Pareja","Año 2013","Septiembre","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Cataluña","Pareja","Año 2007","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Cataluña","Pareja en fase de separación","Año 2019","Octubre","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Comunitat Valenciana","Pareja","Año 2008","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Comunitat Valenciana","Pareja","Año 2019","Abril","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Comunitat Valenciana","Pareja","Año 2020","Septiembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Pareja","Año 2007","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Pareja","Año 2008","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","País Vasco","Pareja","Año 2006","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Illes Balears","Pareja","Año 2014","Marzo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Cataluña","Pareja","Año 2018","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Cataluña","Pareja","Año 2023","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Cataluña","Pareja","Año 2023","Junio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Cataluña","Pareja","Año 2023","Julio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2020","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","41-50 años","Andalucía","Pareja","Año 2009","Diciembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","41-50 años","Cataluña","Pareja","Año 2020","Agosto","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","51-60 años","Comunitat Valenciana","Pareja","Año 2014","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","18-20 años","Andalucía","Pareja","Año 2018","Agosto","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","18-20 años","Cataluña","Pareja","Año 2020","Julio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Andalucía","Pareja","Año 2010","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Andalucía","Pareja","Año 2011","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Andalucía","Pareja","Año 2014","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Andalucía","Pareja","Año 2023","Agosto","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Castilla-La Mancha","Pareja","Año 2007","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2008","Junio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2010","Septiembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2012","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2018","Julio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2021","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2023","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Galicia","Expareja","Año 2016","Diciembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","Región de Murcia","Pareja","Año 2009","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","21-30 años","País Vasco","Pareja en fase de separación","Año 2015","Abril","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja","Año 2014","Mayo","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Aragón","Pareja","Año 2013","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Canarias","Pareja","Año 2010","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Canarias","Pareja","Año 2011","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Castilla y León","Pareja","Año 2015","Junio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Castilla y León","Pareja","Año 2022","Junio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2006","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2010","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2014","Noviembre","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2023","Junio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja","Año 2016","Agosto","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja","Año 2017","Julio","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","31-40 años","Comunidad de Madrid","Pareja","Año 2020","Julio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Andalucía","Pareja","Año 2010","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Andalucía","Pareja","Año 2011","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Principado de Asturias","Pareja","Año 2010","Abril","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Cataluña","Pareja","Año 2017","Abril","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Comunitat Valenciana","Pareja en fase de separación","Año 2015","Marzo","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Comunidad de Madrid","Pareja","Año 2008","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Comunidad de Madrid","Pareja","Año 2013","Septiembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","41-50 años","Comunidad de Madrid","Pareja","Año 2017","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","31-40 años","51-60 años","Cataluña","Pareja","Año 2006","Febrero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","21-30 años","Andalucía","Pareja","Año 2023","Mayo","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","21-30 años","Canarias","Pareja","Año 2017","Octubre","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","21-30 años","Galicia","Pareja","Año 2008","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","21-30 años","Comunidad de Madrid","Pareja","Año 2008","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Andalucía","Pareja","Año 2019","Abril","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Illes Balears","Pareja","Año 2009","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Canarias","Pareja","Año 2019","Abril","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2011","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2015","Julio","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2018","Junio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja","Año 2019","Abril","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2009","Septiembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Galicia","Pareja en fase de separación","Año 2013","Marzo","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja","Año 2013","Abril","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja","Año 2013","Septiembre","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","31-40 años","Región de Murcia","Pareja","Año 2020","Agosto","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2023","Septiembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Illes Balears","Pareja","Año 2016","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2019","Abril","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Expareja","Año 2022","Abril","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja","Año 2020","Enero","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2007","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2013","Marzo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2015","Noviembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","41-50 años","Comunidad de Madrid","Pareja","Año 2007","Octubre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","51-60 años","Cataluña","Pareja","Año 2008","Junio","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","41-50 años","61-70 años","Canarias","Pareja","Año 2007","Agosto","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2015","Febrero","1.0","3.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","31-40 años","Comunidad de Madrid","Pareja en fase de separación","Año 2014","Agosto","1.0","1.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2008","Enero","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","41-50 años","Illes Balears","Pareja","Año 2016","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","41-50 años","Castilla y León","Pareja","Año 2012","Noviembre","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja","Año 2019","Octubre","1.0","2.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja","Año 2020","Noviembre","1.0","0.0"
